WEEK,STATE,FluWeek,ILITOTAL
35,KS,48,89
35,KY,48,43
35,LA,48,1499
35,ME,48,47
35,MD,48,7
35,MA,48,312
35,MI,48,88
35,MN,48,62
35,MS,48,309
35,MO,48,6
35,MT,48,23
35,NE,48,116
35,NV,48,39
35,NH,48,2
35,NJ,48,453
35,NM,48,167
35,NY,48,282
35,NC,48,487
35,ND,48,17
35,OH,48,68
35,OK,48,39
35,OR,48,156
35,PA,48,238
35,RI,48,4
35,SC,48,79
35,SD,48,85
35,TN,48,50
35,TX,48,450
35,UT,48,254
35,VT,48,6
35,VA,48,905
35,WA,48,4
35,WV,48,7
35,WI,48,113
35,WY,48,4
36,AL,49,690
36,AK,49,146
36,AZ,49,286
36,AR,49,28
36,CA,49,381
36,CO,49,773
36,CT,49,35
36,DE,49,0
36,DC,49,122
36,FL,49,0
36,GA,49,1624
36,HI,49,32
36,ID,49,0
36,IL,49,243
36,IN,49,16
36,IA,49,17
36,KS,49,105
36,KY,49,60
36,LA,49,1590
36,ME,49,64
36,MD,49,2
36,MA,49,326
36,MI,49,154
36,MN,49,57
36,MS,49,339
36,MO,49,12
36,MT,49,25
36,NE,49,74
36,NV,49,52
36,NH,49,3
36,NJ,49,443
36,NM,49,213
36,NY,49,302
36,NC,49,637
36,ND,49,30
36,OH,49,78
36,OK,49,37
36,OR,49,154
36,PA,49,437
36,RI,49,8
36,SC,49,105
36,SD,49,105
36,TN,49,67
36,TX,49,451
36,UT,49,314
36,VT,49,6
36,VA,49,989
36,WA,49,8
36,WV,49,14
36,WI,49,133
36,WY,49,2
37,AL,50,688
37,AK,50,145
37,AZ,50,246
37,AR,50,32
37,CA,50,473
37,CO,50,917
37,CT,50,67
37,DE,50,0
37,DC,50,227
37,FL,50,0
37,GA,50,1556
37,HI,50,32
37,ID,50,0
37,IL,50,360
37,IN,50,17
37,IA,50,7
37,KS,50,105
37,KY,50,59
37,LA,50,1553
37,ME,50,83
37,MD,50,11
37,MA,50,380
37,MI,50,230
37,MN,50,116
37,MS,50,308
37,MO,50,25
37,MT,50,42
37,NE,50,123
37,NV,50,34
37,NH,50,1
37,NJ,50,589
37,NM,50,180
37,NY,50,415
37,NC,50,696
37,ND,50,31
37,OH,50,101
37,OK,50,50
37,OR,50,171
37,PA,50,414
37,RI,50,5
37,SC,50,127
37,SD,50,94
37,TN,50,49
37,TX,50,549
37,UT,50,305
37,VT,50,3
37,VA,50,1264
37,WA,50,13
37,WV,50,21
37,WI,50,239
37,WY,50,5
38,AL,51,616
38,AK,51,117
38,AZ,51,296
38,AR,51,33
38,CA,51,474
38,CO,51,918
38,CT,51,46
38,DE,51,0
38,DC,51,199
38,FL,51,0
38,GA,51,1554
38,HI,51,40
38,ID,51,0
38,IL,51,331
38,IN,51,27
38,IA,51,21
38,KS,51,93
38,KY,51,54
38,LA,51,1660
38,ME,51,104
38,MD,51,16
38,MA,51,432
38,MI,51,208
38,MN,51,169
38,MS,51,319
38,MO,51,14
38,MT,51,47
38,NE,51,114
38,NV,51,35
38,NH,51,0
38,NJ,51,684
38,NM,51,175
38,NY,51,502
38,NC,51,868
38,ND,51,27
38,OH,51,86
38,OK,51,65
38,OR,51,251
38,PA,51,422
38,RI,51,14
38,SC,51,171
38,SD,51,49
38,TN,51,59
38,TX,51,390
38,UT,51,300
38,VT,51,3
38,VA,51,1573
38,WA,51,0
38,WV,51,10
38,WI,51,276
38,WY,51,4
39,AL,52,699
39,AK,52,16
39,AZ,52,194
39,AR,52,25
39,CA,52,477
39,CO,52,879
39,CT,52,51
39,DE,52,2
39,DC,52,271
39,FL,52,0
39,GA,52,1775
39,HI,52,53
39,ID,52,3
39,IL,52,334
39,IN,52,24
39,IA,52,19
39,KS,52,108
39,KY,52,55
39,LA,52,1966
39,ME,52,130
39,MD,52,11
39,MA,52,483
39,MI,52,194
39,MN,52,126
39,MS,52,344
39,MO,52,34
39,MT,52,43
39,NE,52,122
39,NV,52,82
39,NH,52,3
39,NJ,52,754
39,NM,52,191
39,NY,52,561
39,NC,52,978
39,ND,52,47
39,OH,52,92
39,OK,52,75
39,OR,52,280
39,PA,52,493
39,RI,52,17
39,SC,52,133
39,SD,52,120
39,TN,52,78
39,TX,52,530
39,UT,52,296
39,VT,52,6
39,VA,52,1741
39,WA,52,21
39,WV,52,21
39,WI,52,291
39,WY,52,9
