,Airline,Airline ID,Source airport,Source airport ID,Destination airport,Destination airport ID,Codeshare,Stops,Equipment,Name,ICAO code,Source state,Destination state
18621,CA,751,ATL,3682,IAH,3550,Y,0.0,CRJ,,,GA,TX
18622,UA,5209,ATL,3682,IAH,3550,Y,0.0,CRJ,,,GA,TX
18623,UA,5209,ATL,3682,IAH,3550,Y,0.0,E70,Embraer 170,E170,GA,TX
18624,AF,137,ATL,3682,IAH,3550,Y,0.0,319,Airbus A319,A319,GA,TX
18625,DL,2009,ATL,3682,IAH,3550,,0.0,319,Airbus A319,A319,GA,TX
18626,VA,5360,ATL,3682,IAH,3550,Y,0.0,319,Airbus A319,A319,GA,TX
18627,AF,137,ATL,3682,IAH,3550,Y,0.0,320,Airbus A320,A320,GA,TX
18628,AZ,596,ATL,3682,IAH,3550,Y,0.0,320,Airbus A320,A320,GA,TX
18629,DL,2009,ATL,3682,IAH,3550,,0.0,320,Airbus A320,A320,GA,TX
18630,KL,3090,ATL,3682,IAH,3550,Y,0.0,320,Airbus A320,A320,GA,TX
18631,VA,5360,ATL,3682,IAH,3550,Y,0.0,320,Airbus A320,A320,GA,TX
18632,VS,5347,ATL,3682,IAH,3550,Y,0.0,320,Airbus A320,A320,GA,TX
18633,UA,5209,ATL,3682,IAH,3550,Y,0.0,CR7,Canadair Regional Jet 700,CRJ7,GA,TX
18634,UA,5209,ATL,3682,IAH,3550,Y,0.0,ERJ,,,GA,TX
18635,AF,137,ATL,3682,IAH,3550,Y,0.0,717,Boeing 717,B712,GA,TX
18636,DL,2009,ATL,3682,IAH,3550,,0.0,717,Boeing 717,B712,GA,TX
18637,KL,3090,ATL,3682,IAH,3550,Y,0.0,717,Boeing 717,B712,GA,TX
18638,VA,5360,ATL,3682,IAH,3550,Y,0.0,717,Boeing 717,B712,GA,TX
18639,VS,5347,ATL,3682,IAH,3550,Y,0.0,717,Boeing 717,B712,GA,TX
18640,AF,137,ATL,3682,IAH,3550,Y,0.0,M88,McDonnell Douglas MD-88,MD88,GA,TX
18641,AZ,596,ATL,3682,IAH,3550,Y,0.0,M88,McDonnell Douglas MD-88,MD88,GA,TX
18642,DL,2009,ATL,3682,IAH,3550,,0.0,M88,McDonnell Douglas MD-88,MD88,GA,TX
18643,KL,3090,ATL,3682,IAH,3550,Y,0.0,M88,McDonnell Douglas MD-88,MD88,GA,TX
18644,VA,5360,ATL,3682,IAH,3550,Y,0.0,M88,McDonnell Douglas MD-88,MD88,GA,TX
18645,VS,5347,ATL,3682,IAH,3550,Y,0.0,M88,McDonnell Douglas MD-88,MD88,GA,TX
18646,QR,4091,ATL,3682,IAH,3550,,0.0,,,,GA,TX
18647,UA,5209,GSP,4034,IAH,3550,Y,0.0,ERJ,,,SC,TX
18648,UA,5209,LEX,4017,IAH,3550,Y,0.0,ERJ,,,KY,TX
18649,DL,2009,MEM,3473,IAH,3550,Y,0.0,CRJ,,,TN,TX
18650,UA,5209,MEM,3473,IAH,3550,Y,0.0,CRJ,,,TN,TX
18651,UA,5209,MEM,3473,IAH,3550,Y,0.0,ER4,Embraer RJ145,E145,TN,TX
18652,UA,5209,MEM,3473,IAH,3550,Y,0.0,ERJ,,,TN,TX
18653,AC,330,MSY,3861,IAH,3550,Y,0.0,319,Airbus A319,A319,LA,TX
18654,UA,5209,MSY,3861,IAH,3550,,0.0,319,Airbus A319,A319,LA,TX
18655,AC,330,MSY,3861,IAH,3550,Y,0.0,320,Airbus A320,A320,LA,TX
18656,UA,5209,MSY,3861,IAH,3550,,0.0,320,Airbus A320,A320,LA,TX
18657,AC,330,MSY,3861,IAH,3550,Y,0.0,73G,Boeing 737-700,B737,LA,TX
18658,TK,4951,MSY,3861,IAH,3550,Y,0.0,73G,Boeing 737-700,B737,LA,TX
18659,UA,5209,MSY,3861,IAH,3550,,0.0,73G,Boeing 737-700,B737,LA,TX
18660,AC,330,MSY,3861,IAH,3550,Y,0.0,738,Boeing 737-800,B738,LA,TX
18661,LH,3320,MSY,3861,IAH,3550,Y,0.0,738,Boeing 737-800,B738,LA,TX
18662,TK,4951,MSY,3861,IAH,3550,Y,0.0,738,Boeing 737-800,B738,LA,TX
18663,UA,5209,MSY,3861,IAH,3550,,0.0,738,Boeing 737-800,B738,LA,TX
18664,LH,3320,MSY,3861,IAH,3550,Y,0.0,CR7,Canadair Regional Jet 700,CRJ7,LA,TX
18665,AC,330,MSY,3861,IAH,3550,Y,0.0,ERJ,,,LA,TX
18666,LH,3320,MSY,3861,IAH,3550,Y,0.0,ERJ,,,LA,TX
18667,UA,5209,TYS,3676,IAH,3550,Y,0.0,ERJ,,,TN,TX
18668,UA,5209,XNA,4356,IAH,3550,Y,0.0,CRJ,,,AR,TX
18669,UA,5209,XNA,4356,IAH,3550,Y,0.0,ERJ,,,AR,TX
18670,UA,5209,ABQ,4019,IAH,3550,,0.0,320,Airbus A320,A320,NM,TX
18671,UA,5209,ABQ,4019,IAH,3550,,0.0,738,Boeing 737-800,B738,NM,TX
18672,UA,5209,AEX,3852,IAH,3550,Y,0.0,ERJ,,,LA,TX
18673,UA,5209,AMA,3840,IAH,3550,Y,0.0,ERJ,,,TX,TX
18674,UA,5209,BFL,3558,IAH,3550,Y,0.0,CR7,Canadair Regional Jet 700,CRJ7,CA,TX
18675,UA,5209,BHM,3811,IAH,3550,Y,0.0,CRJ,,,AL,TX
18676,UA,5209,BHM,3811,IAH,3550,Y,0.0,ERJ,,,AL,TX
18677,UA,5209,BNA,3690,IAH,3550,Y,0.0,ERJ,,,TN,TX
18678,UA,5209,BOS,3448,IAH,3550,,0.0,319,Airbus A319,A319,MA,TX
18679,UA,5209,BOS,3448,IAH,3550,,0.0,320,Airbus A320,A320,MA,TX
18680,UA,5209,BOS,3448,IAH,3550,,0.0,73G,Boeing 737-700,B737,MA,TX
18681,UA,5209,BOS,3448,IAH,3550,,0.0,738,Boeing 737-800,B738,MA,TX
18682,UA,5209,BOS,3448,IAH,3550,,0.0,739,Boeing 737-900,B739,MA,TX
18683,UA,5209,BRO,3738,IAH,3550,Y,0.0,ERJ,,,TX,TX
18684,UA,5209,BTR,3846,IAH,3550,Y,0.0,ERJ,,,LA,TX
18685,UA,5209,CAE,3561,IAH,3550,Y,0.0,ERJ,,,SC,TX
18686,UA,5209,CHS,3806,IAH,3550,Y,0.0,CRJ,,,SC,TX
18687,UA,5209,CHS,3806,IAH,3550,Y,0.0,ERJ,,,SC,TX
18688,UA,5209,CLE,3486,IAH,3550,,0.0,319,Airbus A319,A319,OH,TX
18689,UA,5209,CLE,3486,IAH,3550,,0.0,320,Airbus A320,A320,OH,TX
18690,UA,5209,CLE,3486,IAH,3550,,0.0,73G,Boeing 737-700,B737,OH,TX
18691,UA,5209,CLE,3486,IAH,3550,,0.0,738,Boeing 737-800,B738,OH,TX
18692,UA,5209,CLL,3715,IAH,3550,Y,0.0,ERJ,,,TX,TX
18693,UA,5209,CLT,3876,IAH,3550,Y,0.0,E70,Embraer 170,E170,NC,TX
18694,AA,24,CLT,3876,IAH,3550,,0.0,319,Airbus A319,A319,NC,TX
18695,US,5265,CLT,3876,IAH,3550,,0.0,319,Airbus A319,A319,NC,TX
18696,AA,24,CLT,3876,IAH,3550,,0.0,320,Airbus A320,A320,NC,TX
18697,US,5265,CLT,3876,IAH,3550,,0.0,320,Airbus A320,A320,NC,TX
18698,AA,24,CLT,3876,IAH,3550,,0.0,737,Boeing 737,\N,NC,TX
18699,US,5265,CLT,3876,IAH,3550,,0.0,734,Boeing 737-400,B734,NC,TX
18700,AA,24,CLT,3876,IAH,3550,,0.0,321,Airbus A321,A321,NC,TX
18701,US,5265,CLT,3876,IAH,3550,,0.0,321,Airbus A321,A321,NC,TX
18702,UA,5209,CLT,3876,IAH,3550,Y,0.0,ERJ,,,NC,TX
18703,UA,5209,CMH,3759,IAH,3550,Y,0.0,E70,Embraer 170,E170,OH,TX
18704,UA,5209,CMH,3759,IAH,3550,Y,0.0,CR7,Canadair Regional Jet 700,CRJ7,OH,TX
18705,UA,5209,CMH,3759,IAH,3550,Y,0.0,ERJ,,,OH,TX
18706,DL,2009,CVG,3488,IAH,3550,Y,0.0,CR9,Canadair Regional Jet 900,CRJ9,OH,TX
18707,UA,5209,CVG,3488,IAH,3550,Y,0.0,CR7,Canadair Regional Jet 700,CRJ7,OH,TX
18708,UA,5209,CVG,3488,IAH,3550,Y,0.0,ERJ,,,OH,TX
18709,UA,5209,DCA,3520,IAH,3550,,0.0,319,Airbus A319,A319,DC,TX
18710,UA,5209,DCA,3520,IAH,3550,,0.0,320,Airbus A320,A320,DC,TX
18711,UA,5209,DCA,3520,IAH,3550,,0.0,73G,Boeing 737-700,B737,DC,TX
18712,UA,5209,DCA,3520,IAH,3550,,0.0,738,Boeing 737-800,B738,DC,TX
18713,UA,5209,DCA,3520,IAH,3550,,0.0,752,Boeing 757-200,B752,DC,TX
18714,UA,5209,DFW,3670,IAH,3550,,0.0,319,Airbus A319,A319,TX,TX
18715,UA,5209,DFW,3670,IAH,3550,,0.0,73G,Boeing 737-700,B737,TX,TX
18716,UA,5209,DFW,3670,IAH,3550,,0.0,738,Boeing 737-800,B738,TX,TX
18717,AA,24,DFW,3670,IAH,3550,,0.0,M83,McDonnell Douglas MD-83,MD83,TX,TX
18718,US,5265,DFW,3670,IAH,3550,,0.0,M83,McDonnell Douglas MD-83,MD83,TX,TX
18719,AA,24,DFW,3670,IAH,3550,,0.0,M80,,,TX,TX
18720,US,5265,DFW,3670,IAH,3550,,0.0,M80,,,TX,TX
18721,UA,5209,DSM,3729,IAH,3550,Y,0.0,ERJ,,,IA,TX
18722,UA,5209,DTW,3645,IAH,3550,,0.0,319,Airbus A319,A319,MI,TX
18723,NK,4687,DTW,3645,IAH,3550,,0.0,320,Airbus A320,A320,MI,TX
18724,UA,5209,DTW,3645,IAH,3550,,0.0,320,Airbus A320,A320,MI,TX
18725,UA,5209,DTW,3645,IAH,3550,,0.0,73G,Boeing 737-700,B737,MI,TX
18726,DL,2009,DTW,3645,IAH,3550,,0.0,717,Boeing 717,B712,MI,TX
18727,UA,5209,ELP,3559,IAH,3550,Y,0.0,CRJ,,,TX,TX
18728,UA,5209,ELP,3559,IAH,3550,Y,0.0,ERJ,,,TX,TX
18731,UA,5209,GJT,4063,IAH,3550,Y,0.0,ERJ,,,CO,TX
18732,UA,5209,GPT,4038,IAH,3550,Y,0.0,ERJ,,,MS,TX
18733,UA,5209,GRK,3775,IAH,3550,Y,0.0,ERJ,,,TX,TX
18734,UA,5209,HSV,4113,IAH,3550,Y,0.0,ERJ,,,AL,TX
18735,UA,5209,ICT,3457,IAH,3550,Y,0.0,CRJ,,,KS,TX
18736,UA,5209,ICT,3457,IAH,3550,Y,0.0,CR7,Canadair Regional Jet 700,CRJ7,KS,TX
18737,UA,5209,ICT,3457,IAH,3550,Y,0.0,ERJ,,,KS,TX
18738,UA,5209,IND,3585,IAH,3550,,0.0,319,Airbus A319,A319,IN,TX
18739,UA,5209,JAN,3580,IAH,3550,Y,0.0,ERJ,,,MS,TX
18740,UA,5209,JAX,3712,IAH,3550,Y,0.0,ERJ,,,FL,TX
18741,UA,5209,LAX,3484,IAH,3550,,0.0,319,Airbus A319,A319,CA,TX
18742,NK,4687,LAX,3484,IAH,3550,,0.0,320,Airbus A320,A320,CA,TX
18743,UA,5209,LAX,3484,IAH,3550,,0.0,320,Airbus A320,A320,CA,TX
18744,UA,5209,LAX,3484,IAH,3550,,0.0,738,Boeing 737-800,B738,CA,TX
18745,UA,5209,LAX,3484,IAH,3550,,0.0,752,Boeing 757-200,B752,CA,TX
18746,UA,5209,LAX,3484,IAH,3550,,0.0,739,Boeing 737-900,B739,CA,TX
18747,AA,24,LAX,3484,IAH,3550,Y,0.0,CR7,Canadair Regional Jet 700,CRJ7,CA,TX
18748,AS,439,LAX,3484,IAH,3550,Y,0.0,CR7,Canadair Regional Jet 700,CRJ7,CA,TX
18749,US,5265,LAX,3484,IAH,3550,,0.0,CR7,Canadair Regional Jet 700,CRJ7,CA,TX
18750,UA,5209,LAX,3484,IAH,3550,,0.0,753,Boeing 757-300,B753,CA,TX
18751,UA,5209,LFT,3493,IAH,3550,Y,0.0,ERJ,,,LA,TX
18752,DL,2009,LGA,3697,IAH,3550,Y,0.0,E70,Embraer 170,E170,NY,TX
18753,UA,5209,LGA,3697,IAH,3550,,0.0,319,Airbus A319,A319,NY,TX
18754,UA,5209,LGA,3697,IAH,3550,,0.0,320,Airbus A320,A320,NY,TX
18755,UA,5209,LGA,3697,IAH,3550,,0.0,73G,Boeing 737-700,B737,NY,TX
18756,UA,5209,LGA,3697,IAH,3550,,0.0,738,Boeing 737-800,B738,NY,TX
18757,DL,2009,LGA,3697,IAH,3550,Y,0.0,E75,Embraer 175,\N,NY,TX
18758,UA,5209,LIT,3660,IAH,3550,Y,0.0,CRJ,,,AR,TX
18759,UA,5209,LIT,3660,IAH,3550,Y,0.0,ERJ,,,AR,TX
18760,UA,5209,LRD,3691,IAH,3550,Y,0.0,ERJ,,,TX,TX
18761,UA,5209,MAF,3652,IAH,3550,Y,0.0,CRJ,,,TX,TX
18762,UA,5209,MAF,3652,IAH,3550,Y,0.0,ERJ,,,TX,TX
18763,UA,5209,MCI,3458,IAH,3550,Y,0.0,CRJ,,,MO,TX
18764,UA,5209,MCI,3458,IAH,3550,Y,0.0,E70,Embraer 170,E170,MO,TX
18765,UA,5209,MCI,3458,IAH,3550,Y,0.0,ERJ,,,MO,TX
18766,UA,5209,MKE,3717,IAH,3550,Y,0.0,CRJ,,,WI,TX
18767,UA,5209,MKE,3717,IAH,3550,Y,0.0,CR7,Canadair Regional Jet 700,CRJ7,WI,TX
18768,UA,5209,MKE,3717,IAH,3550,Y,0.0,ERJ,,,WI,TX
18769,UA,5209,MLU,3732,IAH,3550,Y,0.0,ERJ,,,LA,TX
18770,UA,5209,MOB,3782,IAH,3550,Y,0.0,ERJ,,,AL,TX
18771,NK,4687,ORD,3830,IAH,3550,,0.0,319,Airbus A319,A319,IL,TX
18772,UA,5209,ORD,3830,IAH,3550,,0.0,319,Airbus A319,A319,IL,TX
18773,UA,5209,ORD,3830,IAH,3550,,0.0,320,Airbus A320,A320,IL,TX
18774,UA,5209,ORD,3830,IAH,3550,,0.0,73G,Boeing 737-700,B737,IL,TX
18775,UA,5209,ORD,3830,IAH,3550,,0.0,738,Boeing 737-800,B738,IL,TX
18776,UA,5209,ORD,3830,IAH,3550,,0.0,752,Boeing 757-200,B752,IL,TX
18777,UA,5209,ORD,3830,IAH,3550,,0.0,739,Boeing 737-900,B739,IL,TX
18778,AA,24,ORD,3830,IAH,3550,Y,0.0,CR7,Canadair Regional Jet 700,CRJ7,IL,TX
18779,US,5265,ORD,3830,IAH,3550,,0.0,CR7,Canadair Regional Jet 700,CRJ7,IL,TX
18780,UA,5209,PHL,3752,IAH,3550,,0.0,319,Airbus A319,A319,PA,TX
18781,UA,5209,PHL,3752,IAH,3550,,0.0,320,Airbus A320,A320,PA,TX
18782,UA,5209,PHL,3752,IAH,3550,,0.0,73G,Boeing 737-700,B737,PA,TX
18783,UA,5209,PHL,3752,IAH,3550,,0.0,738,Boeing 737-800,B738,PA,TX
18784,AA,24,PHL,3752,IAH,3550,,0.0,E90,Embraer 190,E190,PA,TX
18785,US,5265,PHL,3752,IAH,3550,,0.0,E90,Embraer 190,E190,PA,TX
18786,UA,5209,PHL,3752,IAH,3550,,0.0,739,Boeing 737-900,B739,PA,TX
18787,AA,24,PHX,3462,IAH,3550,,0.0,319,Airbus A319,A319,AZ,TX
18788,UA,5209,PHX,3462,IAH,3550,,0.0,319,Airbus A319,A319,AZ,TX
18789,US,5265,PHX,3462,IAH,3550,,0.0,319,Airbus A319,A319,AZ,TX
18790,AA,24,PHX,3462,IAH,3550,,0.0,320,Airbus A320,A320,AZ,TX
18791,UA,5209,PHX,3462,IAH,3550,,0.0,320,Airbus A320,A320,AZ,TX
18792,US,5265,PHX,3462,IAH,3550,,0.0,320,Airbus A320,A320,AZ,TX
18793,UA,5209,PHX,3462,IAH,3550,,0.0,73G,Boeing 737-700,B737,AZ,TX
18794,AA,24,PHX,3462,IAH,3550,,0.0,321,Airbus A321,A321,AZ,TX
18795,US,5265,PHX,3462,IAH,3550,,0.0,321,Airbus A321,A321,AZ,TX
18796,UA,5209,PHX,3462,IAH,3550,,0.0,738,Boeing 737-800,B738,AZ,TX
18797,UA,5209,PHX,3462,IAH,3550,,0.0,739,Boeing 737-900,B739,AZ,TX
18798,UA,5209,PIT,3570,IAH,3550,,0.0,319,Airbus A319,A319,PA,TX
18799,UA,5209,PIT,3570,IAH,3550,,0.0,320,Airbus A320,A320,PA,TX
18800,UA,5209,PIT,3570,IAH,3550,,0.0,73G,Boeing 737-700,B737,PA,TX
18801,UA,5209,PIT,3570,IAH,3550,,0.0,738,Boeing 737-800,B738,PA,TX
18802,UA,5209,PNS,3564,IAH,3550,Y,0.0,ERJ,,,FL,TX
18803,UA,5209,PSP,3839,IAH,3550,Y,0.0,CR7,Canadair Regional Jet 700,CRJ7,CA,TX
18804,UA,5209,RDU,3626,IAH,3550,,0.0,73G,Boeing 737-700,B737,NC,TX
18805,UA,5209,RIC,3608,IAH,3550,Y,0.0,ERJ,,,VA,TX
18806,UA,5209,SAN,3731,IAH,3550,,0.0,320,Airbus A320,A320,CA,TX
18807,UA,5209,SAN,3731,IAH,3550,,0.0,73G,Boeing 737-700,B737,CA,TX
18808,UA,5209,SAN,3731,IAH,3550,,0.0,738,Boeing 737-800,B738,CA,TX
18809,UA,5209,SAN,3731,IAH,3550,,0.0,739,Boeing 737-900,B739,CA,TX
18810,UA,5209,SAV,3613,IAH,3550,Y,0.0,ERJ,,,GA,TX
18811,UA,5209,SDF,4014,IAH,3550,Y,0.0,CRJ,,,KY,TX
18812,UA,5209,SDF,4014,IAH,3550,Y,0.0,E70,Embraer 170,E170,KY,TX
18813,UA,5209,SDF,4014,IAH,3550,Y,0.0,ERJ,,,KY,TX
18814,UA,5209,SHV,3609,IAH,3550,Y,0.0,ERJ,,,LA,TX
18815,UA,5209,SJC,3748,IAH,3550,,0.0,319,Airbus A319,A319,CA,TX
18816,UA,5209,SJC,3748,IAH,3550,,0.0,320,Airbus A320,A320,CA,TX
18817,UA,5209,SJC,3748,IAH,3550,,0.0,738,Boeing 737-800,B738,CA,TX
18818,UA,5209,SJC,3748,IAH,3550,,0.0,739,Boeing 737-900,B739,CA,TX
18819,UA,5209,SLC,3536,IAH,3550,Y,0.0,E70,Embraer 170,E170,UT,TX
18820,DL,2009,SLC,3536,IAH,3550,,0.0,319,Airbus A319,A319,UT,TX
18821,UA,5209,SLC,3536,IAH,3550,Y,0.0,CR7,Canadair Regional Jet 700,CRJ7,UT,TX
18822,UA,5209,SLC,3536,IAH,3550,Y,0.0,ERJ,,,UT,TX
18823,UA,5209,SMF,3817,IAH,3550,,0.0,320,Airbus A320,A320,CA,TX
18824,UA,5209,SMF,3817,IAH,3550,,0.0,738,Boeing 737-800,B738,CA,TX
18825,UA,5209,SMF,3817,IAH,3550,,0.0,739,Boeing 737-900,B739,CA,TX
18826,UA,5209,STL,3678,IAH,3550,Y,0.0,ER4,Embraer RJ145,E145,MO,TX
18827,UA,5209,STL,3678,IAH,3550,Y,0.0,ERJ,,,MO,TX
18828,UA,5209,TUS,3636,IAH,3550,Y,0.0,CR7,Canadair Regional Jet 700,CRJ7,AZ,TX
18829,UA,5209,TUS,3636,IAH,3550,Y,0.0,ERJ,,,AZ,TX
18830,UA,5209,TYR,3848,IAH,3550,Y,0.0,ERJ,,,TX,TX
18831,UA,5209,VPS,3873,IAH,3550,Y,0.0,ERJ,,,FL,TX
18838,F9,2468,DEN,3751,IAH,3550,,0.0,319,Airbus A319,A319,CO,TX
18839,UA,5209,DEN,3751,IAH,3550,,0.0,319,Airbus A319,A319,CO,TX
18840,F9,2468,DEN,3751,IAH,3550,,0.0,320,Airbus A320,A320,CO,TX
18841,NK,4687,DEN,3751,IAH,3550,,0.0,320,Airbus A320,A320,CO,TX
18842,UA,5209,DEN,3751,IAH,3550,,0.0,320,Airbus A320,A320,CO,TX
18843,UA,5209,DEN,3751,IAH,3550,,0.0,73G,Boeing 737-700,B737,CO,TX
18844,UA,5209,DEN,3751,IAH,3550,,0.0,738,Boeing 737-800,B738,CO,TX
18845,UA,5209,DEN,3751,IAH,3550,,0.0,752,Boeing 757-200,B752,CO,TX
18846,UA,5209,DEN,3751,IAH,3550,,0.0,739,Boeing 737-900,B739,CO,TX
18847,UA,5209,DEN,3751,IAH,3550,,0.0,788,Boeing 787-8,B788,CO,TX
18848,UA,5209,DEN,3751,IAH,3550,,0.0,753,Boeing 757-300,B753,CO,TX
18849,UA,5209,EWR,3494,IAH,3550,,0.0,319,Airbus A319,A319,NJ,TX
18850,UA,5209,EWR,3494,IAH,3550,,0.0,320,Airbus A320,A320,NJ,TX
18851,UA,5209,EWR,3494,IAH,3550,,0.0,73G,Boeing 737-700,B737,NJ,TX
18852,UA,5209,EWR,3494,IAH,3550,,0.0,738,Boeing 737-800,B738,NJ,TX
18853,UA,5209,EWR,3494,IAH,3550,,0.0,752,Boeing 757-200,B752,NJ,TX
18854,UA,5209,EWR,3494,IAH,3550,,0.0,739,Boeing 737-900,B739,NJ,TX
18855,UA,5209,EWR,3494,IAH,3550,,0.0,753,Boeing 757-300,B753,NJ,TX
18856,UA,5209,IAD,3714,IAH,3550,,0.0,320,Airbus A320,A320,DC,TX
18857,UA,5209,IAD,3714,IAH,3550,,0.0,73G,Boeing 737-700,B737,DC,TX
18858,UA,5209,IAD,3714,IAH,3550,,0.0,763,Boeing 767-300,B763,DC,TX
18859,UA,5209,IAD,3714,IAH,3550,,0.0,738,Boeing 737-800,B738,DC,TX
18860,UA,5209,IAD,3714,IAH,3550,,0.0,739,Boeing 737-900,B739,DC,TX
18861,DL,2009,MSP,3858,IAH,3550,,0.0,E70,Embraer 170,E170,MN,TX
18862,UA,5209,MSP,3858,IAH,3550,Y,0.0,E70,Embraer 170,E170,MN,TX
18863,DL,2009,MSP,3858,IAH,3550,,0.0,319,Airbus A319,A319,MN,TX
18864,NK,4687,MSP,3858,IAH,3550,,0.0,319,Airbus A319,A319,MN,TX
18865,UA,5209,MSP,3858,IAH,3550,Y,0.0,CR7,Canadair Regional Jet 700,CRJ7,MN,TX
18866,UA,5209,MSP,3858,IAH,3550,Y,0.0,ERJ,,,MN,TX
18867,UA,5209,PDX,3720,IAH,3550,,0.0,319,Airbus A319,A319,OR,TX
18868,UA,5209,PDX,3720,IAH,3550,,0.0,320,Airbus A320,A320,OR,TX
18869,UA,5209,PDX,3720,IAH,3550,,0.0,738,Boeing 737-800,B738,OR,TX
18870,UA,5209,PDX,3720,IAH,3550,,0.0,739,Boeing 737-900,B739,OR,TX
18871,UA,5209,SFO,3469,IAH,3550,,0.0,319,Airbus A319,A319,CA,TX
18872,UA,5209,SFO,3469,IAH,3550,,0.0,320,Airbus A320,A320,CA,TX
18873,UA,5209,SFO,3469,IAH,3550,,0.0,73G,Boeing 737-700,B737,CA,TX
18874,UA,5209,SFO,3469,IAH,3550,,0.0,738,Boeing 737-800,B738,CA,TX
18875,UA,5209,SFO,3469,IAH,3550,,0.0,752,Boeing 757-200,B752,CA,TX
18876,UA,5209,SFO,3469,IAH,3550,,0.0,739,Boeing 737-900,B739,CA,TX
18877,UA,5209,SFO,3469,IAH,3550,,0.0,788,Boeing 787-8,B788,CA,TX
18878,UA,5209,SFO,3469,IAH,3550,,0.0,753,Boeing 757-300,B753,CA,TX
18898,UA,5209,DAL,3502,IAH,3550,Y,0.0,ERJ,,,TX,TX
18907,UA,5209,AUS,3673,IAH,3550,,0.0,319,Airbus A319,A319,TX,TX
18908,UA,5209,AUS,3673,IAH,3550,,0.0,320,Airbus A320,A320,TX,TX
18909,UA,5209,AUS,3673,IAH,3550,,0.0,73G,Boeing 737-700,B737,TX,TX
18910,UA,5209,AUS,3673,IAH,3550,,0.0,738,Boeing 737-800,B738,TX,TX
18911,UA,5209,AUS,3673,IAH,3550,,0.0,739,Boeing 737-900,B739,TX,TX
18912,UA,5209,COS,3819,IAH,3550,Y,0.0,CRJ,,,CO,TX
18913,UA,5209,COS,3819,IAH,3550,Y,0.0,ERJ,,,CO,TX
18914,UA,5209,OKC,3863,IAH,3550,,0.0,319,Airbus A319,A319,OK,TX
18915,UA,5209,OKC,3863,IAH,3550,,0.0,320,Airbus A320,A320,OK,TX
18916,UA,5209,OKC,3863,IAH,3550,,0.0,738,Boeing 737-800,B738,OK,TX
18917,UA,5209,OKC,3863,IAH,3550,,0.0,739,Boeing 737-900,B739,OK,TX
18918,UA,5209,SAT,3621,IAH,3550,,0.0,319,Airbus A319,A319,TX,TX
18919,UA,5209,SAT,3621,IAH,3550,,0.0,320,Airbus A320,A320,TX,TX
18920,UA,5209,SAT,3621,IAH,3550,,0.0,73G,Boeing 737-700,B737,TX,TX
18921,UA,5209,SAT,3621,IAH,3550,,0.0,738,Boeing 737-800,B738,TX,TX
18922,UA,5209,SAT,3621,IAH,3550,,0.0,739,Boeing 737-900,B739,TX,TX
18923,UA,5209,TPA,3646,IAH,3550,,0.0,320,Airbus A320,A320,FL,TX
18924,UA,5209,TPA,3646,IAH,3550,,0.0,73G,Boeing 737-700,B737,FL,TX
18925,UA,5209,TPA,3646,IAH,3550,,0.0,738,Boeing 737-800,B738,FL,TX
18926,UA,5209,TPA,3646,IAH,3550,,0.0,739,Boeing 737-900,B739,FL,TX
18927,UA,5209,TUL,3855,IAH,3550,Y,0.0,CRJ,,,OK,TX
18928,UA,5209,TUL,3855,IAH,3550,Y,0.0,CR7,Canadair Regional Jet 700,CRJ7,OK,TX
18929,UA,5209,TUL,3855,IAH,3550,Y,0.0,ERJ,,,OK,TX
18935,UA,5209,GRR,3685,IAH,3550,Y,0.0,ERJ,,,MI,TX
18936,UA,5209,HRL,3560,IAH,3550,Y,0.0,CRJ,,,TX,TX
18937,UA,5209,HRL,3560,IAH,3550,Y,0.0,ERJ,,,TX,TX
18938,UA,5209,MFE,3826,IAH,3550,Y,0.0,CRJ,,,TX,TX
18939,UA,5209,MFE,3826,IAH,3550,Y,0.0,ERJ,,,TX,TX
18940,UA,5209,ONT,3734,IAH,3550,Y,0.0,CR7,Canadair Regional Jet 700,CRJ7,CA,TX
18941,UA,5209,ORF,3611,IAH,3550,Y,0.0,ERJ,,,VA,TX
18952,UA,5209,OMA,3454,IAH,3550,Y,0.0,ERJ,,,NE,TX
18953,UA,5209,PBI,3722,IAH,3550,,0.0,320,Airbus A320,A320,FL,TX
18954,UA,5209,RSW,3793,IAH,3550,,0.0,738,Boeing 737-800,B738,FL,TX
18964,NK,4687,MCO,3878,IAH,3550,,0.0,320,Airbus A320,A320,FL,TX
18965,UA,5209,MCO,3878,IAH,3550,,0.0,320,Airbus A320,A320,FL,TX
18966,UA,5209,MCO,3878,IAH,3550,,0.0,738,Boeing 737-800,B738,FL,TX
18967,UA,5209,MCO,3878,IAH,3550,,0.0,752,Boeing 757-200,B752,FL,TX
18968,UA,5209,MCO,3878,IAH,3550,,0.0,739,Boeing 737-900,B739,FL,TX
18978,UA,5209,BWI,3849,IAH,3550,,0.0,319,Airbus A319,A319,MD,TX
18979,UA,5209,BWI,3849,IAH,3550,,0.0,320,Airbus A320,A320,MD,TX
18980,UA,5209,BWI,3849,IAH,3550,,0.0,73G,Boeing 737-700,B737,MD,TX
18981,UA,5209,BWI,3849,IAH,3550,,0.0,738,Boeing 737-800,B738,MD,TX
18982,UA,5209,BWI,3849,IAH,3550,,0.0,739,Boeing 737-900,B739,MD,TX
18985,UA,5209,CRP,3744,IAH,3550,Y,0.0,ERJ,,,TX,TX
